source_code,source_concept_id,source_vocabulary_id,source_code_description,valid_start_date,valid_end_date,invalid_reason,target_concept_id,target_vocabulary_id,target_vocabulary_code,domain_id,confidence_score
Crizotinibe,0.0,SUS,CRIZOTINIBE,1970-01-01,2099-12-31,nan,40242675,RxNorm,1148495,Drug,0.8311608284711838
Cemiplimabe,0.0,SUS,Cemeiplimab,1970-01-01,2099-12-31,nan,35200783,RxNorm,2058826,Drug,0.6864692568778992
Atezolizumabe,0.0,SUS,Altezolizumab,1970-01-01,2099-12-31,nan,42629079,RxNorm,1792776,Drug,0.6424879133701324
Panitumumabe,0.0,SUS,Panitumumab,1970-01-01,2099-12-31,nan,19100985,RxNorm,263034,Drug,0.6882813572883606
Alfapoetina,0.0,SUS,Alfapoetin,1970-01-01,2099-12-31,nan,35605573,RxNorm,1721654,Drug,0.2806081771850586
Docetaxel,0.0,SUS,Docetaxel,1970-01-01,2099-12-31,nan,1315942,RxNorm,72962,Drug,0.7428222894668579
Cloridrato de irinotecano tri-hidratado,0.0,SUS,Trihydrate Irinotecan Hydrochloride,1970-01-01,2099-12-31,nan,35604257,RxNorm,1726322,Drug,0.6063192784786224
Acetato de megestrol,0.0,SUS,Megestrol acetate,1970-01-01,2099-12-31,nan,1300978,RxNorm,6703,Drug,0.9790163263678551
Ácido Trans-retinoico,0.0,SUS,Transretinoic acid,1970-01-01,2099-12-31,nan,903643,RxNorm,10753,Drug,0.548971563577652
Ditosilato de lapatinibe,0.0,SUS,Lapatinib,1970-01-01,2099-12-31,nan,1359548,RxNorm,480167,Drug,0.9994165866519324
Leucovorin,0.0,SUS,Leucovorin,1970-01-01,2099-12-31,nan,1388796,RxNorm,6313,Drug,0.9993218625313602
Ácido zoledrônico monoidratado,0.0,SUS,Monohydrate zoledronic acid,1970-01-01,2099-12-31,nan,44808142,SNOMED,848191000000101,Observation,0.7059303522109985
Sulfato de vimblastina,0.0,SUS,Vimblastine sulfate,1970-01-01,2099-12-31,nan,19008264,RxNorm,11198,Drug,0.5813925266265869
Tacrolimo monoidratado,0.0,SUS,Monohydrate tacrolimo,1970-01-01,2099-12-31,nan,950637,RxNorm,42316,Drug,0.8244112879037857
Fosfato de fludarabina,0.0,SUS,Fludarabine phosphate,1970-01-01,2099-12-31,nan,1395557,RxNorm,24698,Drug,0.9139811992645264
Clorambucila,0.0,SUS,Chlorambucila,1970-01-01,2099-12-31,nan,1390051,RxNorm,2346,Drug,0.7272999882698059
Sulfato de selumetinibe,0.0,SUS,Selumetinib Sulphate,1970-01-01,2099-12-31,nan,37499520,RxNorm,2289380,Drug,0.8983234688639641
Fotemustina,0.0,SUS,Photemustine,1970-01-01,2099-12-31,nan,1394337,RxNorm,6674,Drug,0.34137868881225586
Tioguanina,0.0,SUS,Thioguanin,1970-01-01,2099-12-31,nan,1437379,RxNorm,10485,Drug,0.8421525657176971
Mesilato de imatinibe,0.0,SUS,Imatinibe mesylate,1970-01-01,2099-12-31,nan,1304107,RxNorm,282388,Drug,0.954327080398798
Cloridrato de tepotinibe monoidratado,0.0,SUS,Monohydrate tePotinib Hydrochloride,1970-01-01,2099-12-31,nan,739739,RxNorm,2477103,Drug,0.6311475336551666
Brigatinibe,0.0,SUS,Brigatinibe,1970-01-01,2099-12-31,nan,1594187,RxNorm,1921217,Drug,0.6043509840965271
Esilato de nintedanibe,0.0,SUS,Nintedanib,1970-01-01,2099-12-31,nan,45775396,RxNorm,1592737,Drug,0.7889154255390167
Sulfato de bleomicina,0.0,SUS,Bleomycin sulfate,1970-01-01,2099-12-31,nan,1329241,RxNorm,1622,Drug,0.8990754038095474
Flutamida,0.0,SUS,Flutamide,1970-01-01,2099-12-31,nan,1356461,RxNorm,4508,Drug,0.8303376585245132
Blinatumomabe,0.0,SUS,Blinatumomab,1970-01-01,2099-12-31,nan,45892531,RxNorm,1597258,Drug,0.7320981919765472
